Image_Path,Patient_Text,Severity_Label
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-191.jpg,"""I have psoriasis only on both of my palms. I used Psoriasin gel for the first time last night...saw  and felt immediate relief. I can only imagine what a day or monitored continuous use will bring! 
Thank you PSORIASIN!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Pityriasis-Lichenoides-31.jpg,"""Wow I&#039;ve had scalp psoriasis for 15 years and have tried many things. My new doctor prescribed Elocon and my scalp cleared in less than a week. I don&#039;t have to wear a hat any more and I feel comfortable wearing black.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Guttate-73.jpg,"""In 2005 after 20  yrs with plaque psoriasis I began to experience severe body aches &amp; pains. My dermatologist recommended Enbrel to treat both Psoriatic Arthritis and plaque psoriasis. I started it in September 2005.  After 6-8 wks I had remarkable results, aches and pains ceased and psoriasis plaques cleared.  In May 09 during a routine follow-up w/ my dermatologist I complained of fatigue and other issues.  They assumed it was not related to the Enbrel. Instead intense Thyroid testing was recommended.  I was diagnosed with various thyroid nodules, biopsy showed suspicious cells.  My entire thyroid was removed in September 09 - No Cancer-hooray!  Very Scared to resume Enbrel after 8 wks but feeling desperate.  Aside from the cancer scare, drug has worked for me!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-82.jpg,"""So like many people here I have had good results but there are a few things to point out.   This is s very potent steroid and needs to be used for short periods of time.   It&#039;s meant to knock down a flare up but is not s good long term choice.   It will thin the skin and cause stretch marks.   I know from experience.   Also the more you use it the less effective it becomes and overuse can cause cushings disease.   So... Long story short, it works but be careful""",Moderate
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-nails-7.jpg,"""It&#039;s the only non-steroid medicine I&#039;ve found that actually works.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-98.jpg,"""Psoriasis covered over 80% of my body!!! After 2 weeks on this medicine it was CLEAR!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Guttate-26.jpg,"""I am a registered nurse and have had psoriasis since I was 12. I am now 56. It was mostly contained to my scalp during the winter months. But I started experiencing psoriatic arthritis which was getting worse in my hands and feet. 
1 month after starting Stelara, I noticed a difference. It has been 9 months and I have no more psoriasis or arthritis pain. 
I did not experience any side effects. I highly recommend this product.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/reiter-syndrome-7.jpg,"""This stuff is horrible!!!! I was prescribed this for scalp psoriasis and it made it worse. This stuff makes a mess it gets all over clothes and bedding not only that but it does not wash out of hair. I washed my hair 8 times and even used Dawn dish soap and still could not get it out of my hair.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosis-Vulva-40.jpg,"""Wonderful medication. Tried numerous meds with no results. After starting this med within two weeks I was almost totally cleared up.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Drug-11.jpg,"""I just started Humira the beginning of this month, I&#039;ll be taking my fourth shot next week. I have to say I&#039;m very impressed! I&#039;ve had psoriasis since I was 18 and I&#039;m almost 22 now. I have it on my elbows, legs, feet and scalp. After the first 2 starter doses, my elbows are completely cleared. The spots on my legs and feet are in the process of fading! I&#039;m so anxious to see the improvement after a few months! The only side effects I&#039;ve noticed is that I&#039;m much more tired and my muscles are achy .. But I much rather deal with that any day of my psoriasis. I strongly suggest trying this medicine if you are struggling with psoriasis. I was honestly out of options, tried everything else and nothing ever worked. TRY IT.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-192.jpg,"""Instructed by my dermatologist to use 2 x per day for up to two weeks.  Worked beautifully until I discontinued using it.  Not sure if that was her intention, to determine whether I needed a stronger dose or oral medicines for this problem.  I am very happy with the results, as long as I can continue using it.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-114.jpg,"""I&#039;ve had psoriasis since I was 7 years old, I am now 17 and was put on methotrexate in January. My psoriasis was completely covering my back and torso to the point where I couldn&#039;t bend over as it would cause the skin to crack, leaving me often times covered in blood and under severe pain. Now 6 months on my psoriasis is 99% gone, with a stubborn few plaques remaining on my legs stomach and back, but extremely small (size of a pea!). However the areas where the psoriasis once was is left with a darker pigment to the rest of my skin, I am hoping with continued use it shall fade over time. I&#039;ve experienced no side effects of this medicine (my dermatologist said I was a good candidate as I&#039;m younger and have a stronger immune system.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Anus-6.jpg,"""I started on Stelara in December 2012 after trying everything from creams to Methotrexate to Enbrel. While Enbrel mostly worked after about 4 months everywhere on my body except my elbows it started losing it&#039;s effectiveness after about 6 months, with Psoriasis cropping up on my scalp and other places. My doctor put me on 25mg Stelara and I noticed results almost immediately. My elbows are still my problem area, while the area fades nicely it flares up again after about a month, so waiting 2 months for another injection is awful. My nurse is going to ask if we can increase my dosage to hopefully keep the results for a full 3 months. I have a great benefit plan that covers me 100%.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Oral-3.jpg,"""Humira cleared my psoriasis in three weeks. Then it came back 3 times worse, 3 times more painful that it&#039;s ever been in the 33 years that I have suffered with it. """,Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-nails-14.jpg,"""wow.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-21.jpg,"""I have had psoriatic plaques foe nearly 17 years. The itch can sometimes be insane and as I&#039;m sure many here would at least imagine, has caused me to take drastic actions to quell it. The only way I have explained it is that the itch is well below the skin and the thick plaques make it impossible to reach. I love getting the injections for two reasons.  First as many have said it quiets outbreaks faster and more efficiently than almost anything I&#039;ve ever uses. Second and I know this may sound weird but having that sharp needle press into itchy skin feels incredible. Then followed by the medicine (kenalog) saturating the itchy area. I get it every four months""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-2.jpg,"""After taking Methotrexate for several years with great results until a year or so. Now I&#039;ve done my starter Humira doses three days ago and believe it or not I&#039;ve already seen a slight result... all the redness has subsided. And scaliness has gone away. Here&#039;s hoping for the best. """,Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-treatment-7.jpg,"""I have had psorisis all my life (45 yrs). I have been a methotrexate user for 12 years.   Before I started using methotrexate I was covered about 90%. Today it is about 1%. Over the years along with blood work. I have had 3 liver biopsy. I have had no side effect.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rosea-93.jpg,"""After my first initial starter dose my my affected areas (back, rear end, hips, front legs, hair line, and behind the ears) were almost totally clear. After my next shot to present my skin is totally clear. I only have one issue (possible side effect), raising LDL (bad) cholesterol. My Dr. did not think it was the cause. Had a regular liver enzyme test ordered by Dr. I used another facility for the labs as I have no insurance. This test came with a full liver profile and my total cholesterol was 350. It&#039;s never been over 220 and that&#039;s when I drank, smoked, overweight, and ate terrible. All of those are now null. We tested it again a week later and it was 344. I waited 2.5 months and retested and it was 285. Nothing has changed, except time.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-189.jpg,"""I have psoriasis on my hands and was prescribed prednisone.  And yes it cleared my psoriasis up in under 2 weeks but the side effects of this drug are worse then the psoriasis is.  Horrible!!!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/seborrheic-dermatitis-115.jpg,"""Happy to see Enbrel worked for many of you. For me it&#039;s only worse. I think I have just a break down of skin damage from sun that worked and steroid creams. """,Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-116.jpg,"""I went to the dermatologist after having psoriasis on my hands, elbows, fingers and toes.  He gave me Laclotion and Clobetasol foam.  These did not work after using them for 2 weeks!  I went to a different doctor, who gave me Taclonex, and even though it&#039;s greasy when you put it on (not like the Clobetasol foam that dried up right away), but the Taclonex got rid of the psoriasis after 7 days.  It really is amazing.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-93.jpg,"""This medication just makes me ask the question WHY PEOPLE STILL TAKE METHOTREXATE AND 6-MP FOR PSORIASIS? I&#039;ve been on this medication for about a year now and it&#039;s been a life saver. It took me from 80% body coverage (very thick plaques under all hair follicles, eyebrows would crack and bleed, just horrible) to just having a few little spots within 8 weeks. If your doctor is going give you a TNF blocker, tell him you want Stelara. So much more effective, convenient, and with fewer side effects. It&#039;s now classified by my insurance as the same coverage as Enbrel for psoriasis, and is even covered to a greater degree than Humira. In turn, you may be able to get it as a first line biologic if you request it. """,Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-90.jpg,"""I was diagnosed with severe advanced plaque psoriasis in Dec, 2014. I was 60% covered when I first went to my dermatologist. By the end of Mar, 2015 after trying one ointment after another I was 95% covered, in pain (felt like 3rd degree sunburn), the itching was like a million fire ant bites 24/7. I couldn&#039;t lay down or sleep. 
The doctor started me on Methotrexate in May. Within 6 wks, I was totally clear and still am. (10/18/15) I take 2-2.5mg tablets Mon AM &amp; again Mon PM then 1 Tues AM for a total of 12.5 mg a wk. I also take 1-1mg Folic Acid every day. I go in for follow ups and blood work every 3 mths but I&#039;m fine now.... thanks to Methotrexate.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/seborrheic-dermatitis-153.jpg,"""I had psoriasis of the scalp and after applying this gel one time, the scales began falling off and the terrible itching went away. I now only need to use it weekly and it keeps the itching, scaling and redness under control.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-vaginal-14.jpg,"""After contracting a rare form of cancer called Merkel cell, after taking an immune system suppressing medicine, I used Soriatane with great results. My psoriasis was completely clear while on this. After about 1 year, my dermatologist took me off the medicine stating that my liver could be affected if I stayed on it long term. He said my liver converted the Soritane to some form of chemical that was harmful to the liver.
""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Drug-8.jpg,"""This medication just makes me ask the question WHY PEOPLE STILL TAKE METHOTREXATE AND 6-MP FOR PSORIASIS? I&#039;ve been on this medication for about a year now and it&#039;s been a life saver. It took me from 80% body coverage (very thick plaques under all hair follicles, eyebrows would crack and bleed, just horrible) to just having a few little spots within 8 weeks. If your doctor is going give you a TNF blocker, tell him you want Stelara. So much more effective, convenient, and with fewer side effects. It&#039;s now classified by my insurance as the same coverage as Enbrel for psoriasis, and is even covered to a greater degree than Humira. In turn, you may be able to get it as a first line biologic if you request it. """,Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/seborrheic-dermatitis-85.jpg,"""I love this stuff... I actually use a different medication for my body called Stelara and I love that product as well. But this is a good back up for special occasions when I want to let my hair down! I spray several days before the event and I am almost clear. I spray before bed and sleep with it in my hair and then around noonish I wash my hair! Also don&#039;t wear nail polish while applying, It will be like nail polish remover. Great product.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-HIV-6.jpg,"""After taking Humira for 2.5 months my hands look so much better.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Guttate-89.jpg,"""I&#039;v used Dovonex for about 20 years, I LOVE IT! It has never made the Psoriasis go completely away. It did come close though. 
Maybe if I could afford to use it as prescribed it would , but @ $238.00 a tube the cheapest around my area; I just can&#039;t afford it.
I stretch a tube till it&#039;s just keeping the take over at bay instead of driving it away! 
Dovonex truly works wonders.""",Moderate
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/seborrheic-dermatitis-83.jpg,"""I had psoriasis since I was two and my whole body was covered with it until I started using it at age ten. Cleared up right away my mom said- and I sometimes forget that I have psoriasis. I say a nine because I feel my immune system weakened and I need to be extra careful to not get sick. My body loves it so much it gets weird when I skip or forget to pen up myself""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Anus-14.jpg,"""works great...starts working right away and doesn&#039;t stain.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-101.jpg,"""This product is extremely greasy. It does not absorb into the skin and sits on the surface until eventually it will wipe off on clothes, furniture, bed sheets etc. As result it can&#039;t really be used in the morning, day or evening. Disappointingly CVS would not take it back for a refund on the day of sale. Also called Leo Pharmaceuticals, who make the product, and they could only offer an exchange for the same product! Outrageous considering how much money the industry makes!! Now I have 2 bottles of this expensive product I cannot use. I recommend to get the Clobetasol cream and stear clear of this one.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-136.jpg,"""I want to say that this cream does suspend the effects of Psoriasis and you do feel good when you see clear skin for that period of time. However, I have been using this cream for ten years now and I can only wonder if there is something out there that is safer and would have more permanent results. I know this is hard to deal with but hang in there - clear days ahead.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-inversus-15.jpg,"""This topical ointment is amazing.  It produced outstanding results for me within a few days and after about 2 weeks I had several spots that were completely clear.  I have had psoriasis for over 20 years and this is the first drug that actually produced any clearing at all.  My lower legs and torso areas are completely clear and the more difficult areas to control, the outer thighs, buttocks areas, are now about 80% clear.  The more difficult areas have never responded to any drugs.  I have tried several through the years and had given up on drugs and relied on tanning lights or sunshine for my treatment.  But with this one I hit the jackpot.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Guttate-107.jpg,"""I have suffered with psoriasis for 15 years of my life and at it&#039;s worst point it covered 85% of my body. I&#039;ve always had good luck with medication like clobetasol and talconex but it always came back - seemingly, with a vengence at times.  It affected my self esteem, my confidence and absolutey affected me mentally. I went to my dermatologist after hearing about Humira and after going through all the testing and having it approved through my insurance, I gave myself my first two shots four days ago.  My skin is almost completely cleared and the difference is remarkable. I recommend this drug to anyone who suffers - give it a try, you may love it.  For the first time in 28 years, I feel like normal girl.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Guttate-87.jpg,"""My  scalp psoriasis began about 5 years, about the same time I was put on high blood pressure medication. I&#039;m not sure if there is any connection.  I have tried all kinds of medicines as well as laser therapy with no success. Recently, I went to a new dermatologist who prescribed Taclonex with great success. However, if I stop using it for more than 3 days, the psoriasis starts up again. One of my complaints is I have a hard time washing it out of my hair. The day after I use the medicine, I wash my hair at least 4 x) and it still is greasy.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-inversus-10.jpg,"""I am 61 and first contracted psoriasis when I was 46 years old. It started on my elbows and gradually spread to my arms, torso, buttocks and legs. The last few years have been extremely difficult with a lot of redness and flaking. I could not wear short pants or short sleeves as I was very embarrassed. Over the years I tried hundreds of over the counter creams, supplements, light treatments, saunas, baths, diets, and prescription steroid creams and ointments. Nothing worked...until Stelara. Three weeks after my first shot of Stelara I was 95% clear. Two weeks after the second shot a month later I was completely clear of psoriasis.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-nails-19.jpg,"""For all the people just starting MTX for psoriasis...patience, it takes time!!!! I have had psoriasis for 20 years worse every year for the last decade, tried ointments, UV therapy, all sorts diets in vain. Started MTX 7.5mg weekly 4 months ago, feeling heart broken the first couple months as I saw no change, but it is happening... at turtle speed I am clearing.  After 3 months the itch stopped now I am VERY SLOWLY clearing ( as long as I don&#039;t take any alcohol). Dermatologist said at such low dose expect best benefit around 6 months.   No side effects!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-erythrodermic-31.jpg,"""I was 90% covered. Dermatologist took one look at me and put me on Stelara. Within a week, people started remarking that the plaques along my hairline seemed to be fading. After the booster, all but my scalp and back of thighs had cleared, and both of those were greatly diminished. Within six months, the raised red areas where the plaques had been were clear. At one year, all that&#039;s left is minor plaques on my scalp that could be mild dandruff. I have noticed that things like bruises and bug bites seem to take a long time to heal, but given the action of the drug that seems to make sense. My insurance covers the majority of the (expensive!) medication, and there is a program that covers the rest so I have no out of pocket expense on it.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rosea-183.jpg,"""It cleared up my psoriasis completely. The only drawback is that I built up a tolerance to it and it became ineffective after about 3 or 4 years of use.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rubra-pilaris-62.jpg,"""I&#039;ve had psoriasis since I was 9. It has gotten worse and worse over the years and I&#039;ve used clobetasol since the start. I&#039;m 18 now, I&#039;ve always thought my veins popping out was a normal thing but I&#039;m starting to think maybe my skin is thin. Clobetasol is the only medication that&#039;s ever worked. I&#039;ve tried so many things it&#039;d take me forever to name them all.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-156.jpg,"""At first it gave me a red rash and did not help with my psoriasis. My doctor gave me a cream for the rash and it went away and said I should keep using it. Several months later I am as clear as I have been since first getting the medication.

Pro tip- get the co pay assistance card.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-120.jpg,"""This drug was extremely effective at treating my psoriasis.  I have fairly severe Guttate psoriasis in which I develop small spots over large areas of my body (as opposed to one large, localized spot).  After applying Taclonex for only three days or so, the spots began to clear up almost completely.  There are no side effects that I notice with this medication.  The only negative involved is that the salve is greasy and difficult to apply.  I would literally spend twenty minutes applying it to all the small spots on my body twice a day.  That, combined with the fact that my whole body would be covered in a thin greasy film, led me to eventually seek out other treatment.  If these don&#039;t apply to you, this medicine is hard to beat.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rubra-pilaris-32.jpg,"""I have just about tried everything to get rid of my Psorisis which I&#039;ve had for 30 years progressively getting worse &amp; have spent thousands of dollars on treatments with no success. After using scytera foam twice a day for 2 weeks then once a day for 2 weeks it has gone &amp; not returned I was covered from my hair to my toes &amp; everywhere in between. I can&#039;t believe the success I&#039;ve had with this product. Thank you to the person that put it on the market my life is so much better now. I have had no side affects at all""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-arthritis-1.jpg,"""I got psoriasis when I was about 14 years old, rapidly spreading from my right knee to both my elbows and my scalp which was very disruptive to my confidence as a kid about to start high school, started off with a few oral drugs which barely worked, started enbryll at 17 and it worked for about 1-2 years before I started to notice my psoriasis coming back. I started humira when I was around 18-19 and am still on it now as I am 22 years old and have not had a single side effect from either biologic. It does keep me up at night from time to time thinking I&#039;ll need it for the rest of my life or looking at any nasty side effects but considering I haven&#039;t experienced even any common ones I tell myself to relax and appreciate how normal I feel.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/seborrheic-dermatitis-138.jpg,"""I used Clobex this summer for itching and dry flakes in my scalp.  I became sick with a bad cold and later turned to pneumonia.  I was sick all summer long with trouble breathing and wheezing.  I went to an ENT and a lung doctor. None of us could figure out what was causing the lung problem.  After several months I was getting better with the breathing problems.  Last week I used Clobex again because the itching scalp came back.  Two days later I am having breathing problems.  I put 2 and 2 together, read the side effects of Clobex and breathing problems and wheezing are the first side effects listed.  All that suffering because I did not read the medical bulletins earlier.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-46.jpg,"""I have pretty bad psoriasis. It was mild at first and I was prescribed Taclonex and Desonide which worked like a charm. I changed insurances and they didn&#039;t cover Taclonex so my psoriasis spread like wild fire. What is worse is I am getting married in less than a year and it is very noticeable on my arms. I finally got the insurnace company to grant me an exception so I have begun using Taclonex religiously! I hope it clears by my wedding.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-184.jpg,"""I&#039;m  53.  I&#039;ve had psoriasis for as long as i can remember.   It has been moderate most of that time.  About a year ago it started getting bad.  My dermatologist tried the new oral medication.  After three months it was still getting worse.  I got to 95 %.  I coulnt sleep from the intense burning and itching.  They decided to put me on Stelara.   Within a week i noticed a huge difference.   I just got my 1 month shot.  My upper body is completely  clear.  I only have a few spots left on my lower legs and feet.  I was actually on Enbrel 8 years ago.  It did work but this Stelara is incredible.   I cant remember when my skin was this clear.  My girlfreind just hought me a bunch of short sleve shirts.  I is totally amazing.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-119.jpg,"""Psoriasis since 16 now 26 and tried everything! Humira was great it changed my life for better and with no major issues. If anything it made me lose weight. It lasted like almost 3 years. Obviously it&#039;s like any other treatments.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-172.jpg,"""I was 65 when I got psoriasis, tried everything possible until I told my derm. I have to have something. I have received 2 inj. &amp; feel it has pretty much saved my life (not really) but I&#039;m so much more comfortable. However I retired in Jan. &amp; my ins. changed to Humana which will not cover Stelara, so at this time I am stressing (worst thing you can do) about how I can continue this inj. without having to pay the enormous price, so I am researching everything possible...long story short I have definitely benefited from the Stelara...""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/seborrheic-dermatitis-88.jpg,"""I&#039;ve been using Elocon since I was 8 years old, I am now 35 and it&#039;s my faithful companion. Usually I slather it on the weekend before bed, by the time I shower mid-day all the scales wash off with a gentle scrub. It usually lasts me a week before it starts creeping up again but at least I know how to control it and now most people have no idea I have psoriasis unless I tell them.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-20.jpg,"""At age 66, after a very stressful phase of work over 7 months, I developed psoriasis very suddenly. With no previous skin problems &amp; no family history of psoriasis either, I conclude that the stress was the trigger. I had the psoriasis all over but the worst was on my scalp - it felt like an iron band pressing in around my head. The dermatologist prescribed a whole range of creams and ointments over a year. Nothing worked. Finally in Nov. 2015 I was proscribed methotrexate + 1 folic acid tablet weekly. I was told it would take up to 3 months to kick in &amp; it did, but in Aug.&#039;16 I am virtually clear with no side-effects. The dosage has increased to 15 mg weekly &amp; all my blood tests are normal. But will I have to stay on methotrexate for life?""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/seborrheic-dermatitis-145.jpg,"""I&#039;v used Dovonex for about 20 years, I LOVE IT! It has never made the Psoriasis go completely away. It did come close though. 
Maybe if I could afford to use it as prescribed it would , but @ $238.00 a tube the cheapest around my area; I just can&#039;t afford it.
I stretch a tube till it&#039;s just keeping the take over at bay instead of driving it away! 
Dovonex truly works wonders.""",Moderate
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-17.jpg,"""I am 41, I have had psoriasis since I was 3 and was misdiagnosed from the beginning as anything from warts to cradle cap. I&#039;ve used Cole tar, all of the lights(including PUVA), steroids, vitamin D, diet, Chinese herbs, acupuncture and methotrexate ( probably more I can&#039;t remember). I have never been more clear than I am now. I&#039;ve had no side effects that I am aware of and couldn&#039;t be happier. 
I was afraid of biologics, but I should have embraced them sooner""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Penis-40.jpg,"""I have suffered from severe plaque psoriasis for ten years. I have taken every biologic medicine that is available and Stelara has been by far the BEST. It has totally changed my life the past two years and the GOOD news is my dermatologist said it is not one of the medicines that eventually stops working like the others. If it clears you and you are healthy with no major side effects its possible to live a psoriasis free life for years! The side effects of many biologics were harsh especially Remicade but the last two years on Stelara I have only noticed a bit of fatigue and only one upper respiratory infection.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-7.jpg,"""I dye my hair, leaving my scalp itching and with bumps.  This works great instantly.  What I didn&#039;t know was 2 leave on for ONLY 20 mins then wash out. Not knowing this, it cause me to lose some and thinned out my hair.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-66.jpg,"""I am currently on enbrel and have been for just shy of a year.  It is an absolute miracle drug. I was completely unable to function with my severe plaque and gutate psoriasis.  I am 21 and have been using everything on and off the market to try and clear it up.  Even purchased a $5,000 UVB light system.  If you need to get insurance to clear the enbrel medication you need to prove that your psoriasis is severe. """,Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Light-Sensative-3.jpg,"""I have been using this product for about four months. There are no side affects that I can see. It&#039;s easy to use, just put a small amount on and it will go a long way and the more you massage it into your skin it seems to help more. The only bad thing is that it is oily. So its best to let it seep into your pores.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Histology-22.jpg,"""I am 50 years old and have suffered with severe psoriasis for 45 years. I&#039;ve tried every treatment known to man and the best is Stelara. I was clear by the second injection and no side effects. I did take a study injection years ago and it worked but made every joint and muscle in my body swell and pain. Needless to say I stopped taking the medicine.  I have been taking injections now for 10 years and my blood work is always perfect so there doesn&#039;t seem to be any long term effects.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-107.jpg,"""Received my second shot and am completely clear from chronic psoriasis. No side effects, can&#039;t believe the results happened so quickly. I am so happy, I am rid of this terrible disease.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rosea-128.jpg,"""It really helped my skin irritation. Cleared it up in 2-3 weeks. Works great.""",Mild
